0001.wav|CAPITULO UNO						
0696.wav|a don Basilio, que te quiere tanto; al señor Fernández						
0697.wav|No; a ese no, porque no te conoce						
0698.wav|Es el dueño de la hacienda de Santa Clara						
0699.wav|¡Muy buena persona! Ya irás con Pepa						
0700.wav|Ya verás tiene una hija como una plata						
0701.wav|Aquí no le faltan pretendientes						
0702.wav|Ya la conocerás						
0703.wav|¿Almorzaste bien?						
0704.wav|Pues anda, vístete, y sal a pasear						
0705.wav|Hubo que obedecerla						
0706.wav|No venía muy provisto el baúl;						
0707.wav|no había en él mucho con que engalanarme;						
0708.wav|pero en dos por tres, con ayuda de tía Pepa y de Angelina, saqué la ropa, y pronto me presenté delante de la enferma hecho un veinticuatro	 					
0709.wav|—¡Eso es, así, como persona decente!—dijo, tía Pepa y Angelina me seguían						
0710.wav|Una me veía de arriba abajo con aires de satisfacción maternal						
0711.wav|La doncella, desde la puerta del corredor, donde los pajarillos cantaban alegremente, me miraba con interés						
0712.wav|Cuando yo volvía el rostro, ella fingía componer una planta que lucía en el pretil hermosos ramilletes de encendida, flores	 					
0713.wav|Ya en la puerta me gritó tía Pepa—¿A qué hora vuelves?						
0714.wav|Te esperamos a comer						
0715.wav|Al fin de la calle me ocurrió regresar para ir a la casa del dómine						
0716.wav|Angelina estaba en la ventana						
0717.wav|Sin duda había salido a verme						
0718.wav|Al pasar, la saludé						
0719.wav|Le dije algo que la hizo sonreír						
0720.wav|¿Qué había en el rostro de la doncella que me trajo a la memoria la angelical figura de Matilde, la dulce niña de mi primer amor? 						
0721.wav|CAPITULO SEIS						
0722.wav|Villaverde es una ciudad de ocho mil habitantes						
0723.wav|Situada entre los repliegues de una cordillera, en valle pintoresco y dilatado,						
0724.wav|circundada de risueñas colinas y de montes altísimos, Villaverde, como la isla de Calipso, goza de una constante primavera	 					
0725.wav|No agotan calores estivales la mullida grama de sus dehesas, ni los vientos glaciales del Citlaltépetl marchitan la exuberante lozanía de sus florestas	 					
0726.wav|Para ella no hay más que dos estaciones la que engalana los campos con los dones de Abril,						
0727.wav|y la pluviosa que renueva los no empalidecidos verdores de las selvas y de las llanuras						
0728.wav|Allá por las últimas semanas de septiembre acaban las lluvias diarias y copiosas,						
0729.wav|los cielos se despejan, y principia lo que suelen llamar los villaverdinos el veranito de octubre,						
0730.wav|frescos y hermosos días, cuyas alegres y límpidas mañanas y cuyos crepúsculos áureos y nacarados vienen a ser como la nota regocijada de la elegiaca sinfonía otoñal	 					
0731.wav|Después las brumas entristecen los paisajes, y con ellas, puntuales mensajeras del plañidero noviembre,						
0732.wav|llegan a las dehesas y se esparcen por laderas y rastrojos las flores amarillas						
0733.wav|Repentinamente, una mañanita, los campos aparecen como espolvoreados de oro de Tíbar,						
0734.wav|y los picachos y las cumbres se envuelven en gasas cenicientas						
0735.wav|Así durante los meses invernales						
0736.wav|A fines de febrero las nieblas se remontan, y se van, para que las montañas luzcan sus nuevos trajes,						
0737.wav|el vistoso atavío con que se engalanan, los árboles al advenimiento de la primavera,						
0738.wav|la cual se acerca precedida de arrasantes huracanados vientos, que se llevan las frondas caducas, siegan las ramas muertas, 						
0739.wav|hinchan con su hálito vivífico yemas y brotes, y aceleran el desarrollo de los capullos						
0740.wav|Estos vientos huracanados recorren los valles, bajan al fondo de las hondonadas,						
0741.wav|barren las llanuras e inundan de mil aromas la ciudad, olores de líquenes y musgos, esencia de azahar,						
0742.wav|suave fragancia de liquidámbar y de mil flores campesinas						
0743.wav|Id entonces al Escobillar, subid a la cercana colina, y gozaréis del más hermoso panorama;						
0744.wav|trepad a lo más alto, y tendréis ocasión de admirar la fecunda vega del Pedregoso, celebrada mil y mil veces por los poetas de Villaverde, 						
0745.wav|y cantada en hexámetros latinos y en liras arcaicas por el pomposísimo Cicerón						
0746.wav|Imaginaos una llanura siempre verde, limitada en todas direcciones por obscuras montañas y risueños collados						
0747.wav|El tono subido de los bosques hace resaltar el tinte alegre de los prados y de los campos de caña sacarina						
0748.wav|El Pedregoso, gárrulo y cantante en las quebradas, sesgo y cerúleo en los plañíos, corta en dos partes la ciudad						
0749.wav|Sinuoso aquí, recto allá, corre como una serpiente hacia la barranca de Mata‐Espesa,						
0750.wav|libre de arboledas en algunos sitios, oculto en otros por las alamedas y los naranjales						
0751.wav|Desde lo más alto de la colina del Escobillar veréis la ciudad como un juego de dominó esparcido en un tapete verde, 						
0752.wav|cortada por la cinta plateada del río a cuyas márgenes se agolpan caserones y templos						
0753.wav|¡Singular alegría la de aquel valle!						
0754.wav|¡Espléndido panorama el de aquel paisaje en que se mezclan y confunden la serenidad de la tierra fría con la vegetación abrumadora de las regiones cálidas! 						
0755.wav|Pero ¡ay! no busquéis en los habitantes de Villaverde una alegría placentera,						
0756.wav|como pudierais esperarla, en harmonía con la naturaleza;						
0757.wav|no busque allí caracteres regocijados, espíritus afables y risueños						
0758.wav|Villaverde es la ciudad de los espíritus desalentados y melancólicos;						
0759.wav|es la ciudad de las almas tristes	 ¿Cosa del clima?					
0760.wav|No; porque ciudades de la misma región y de naturaleza idéntica son animadas,						
0761.wav|alegres, festivas, jocundas, como decía el pomposísimo Cicerón						
0762.wav|Los villaverdinos son de semblante triste, y en sus labios tiene la risa dolorosa expresión, como en gentes contrariadas y pesimistas	 					
0763.wav|Se me antojan prematuramente envejecidos;						
0764.wav|seres desventurados para los cuales murió en crisálida la mariposa azul de las juveniles esperanzas						
0765.wav|Esta tristeza de las almas, en contraste con el risueño aspecto de los campos,						
0766.wav|trasciende a todos los edificios, a las calles, a los trajes, a las personas, a su trato, a sus maneras y a su lenguaje						
0767.wav|Los villaverdinos no se entusiasman por nada;						
0768.wav|hay en su vida algo—o mucho—de la inmovilidad budística, sólo comparable con esas lagunas adormecidas, en cuyas aguas, 						
0769.wav|eternamente límpidas y serenas, se retratan como en espejo clarísimo las copas de los árboles, los pompones de la enea y la obscuridad de las cercanas espesuras; 						
0770.wav|lagunas perdidas en lo más recóndito de los bosques, muertas, heladas, sin peces ni ovas, que cualquiera creería de cristal, 						
0771.wav|que no se estremecen al beso de la luz meridiana, cuyo reposo no turban céfiros juguetones ni huracanes bravíos						
0772.wav|Son los villaverdinos un tesoro de virtudes						
0773.wav|En su mirada se transparentan la mansedumbre y la benevolencia;						
0774.wav|es en ellos ingente la piedad, y al par de ésta sobresale la resignación						
0775.wav|Pero el sentimiento religioso no es en las almas villaverdinas plácido y activo, sino, por lo contrario, lúgubre, apocado, meticuloso	 					
0776.wav|La abnegación y la caridad, las grandes virtudes del cristiano, fuente de alegría en todas partes,						
0777.wav|en Villaverde, aunque espontáneas, tienen algo que en ocasiones causa disgusto y repugnancia						
0778.wav|De todo recelan los villaverdinos;						
0779.wav|a nadie conceden su confianza;						
0780.wav|todo se lo temen de los extraños, tanto lo malo como lo bueno;						
0781.wav|nada les place; todo lo censuran;						
0782.wav|a nada se atreven por miedo a los demás;						
0783.wav|viven con el día y nunca piensan en lo venidero						
0784.wav|De aquí que no prosperen ni adelanten;						
0785.wav|de aquí su mezquindad y su pobreza vergonzantes						
0786.wav|Son una especie de cristianos fatalistas						
0787.wav|Lo que ha de suceder, sucederá, y no sucederá de otra manera						
0788.wav|Por eso no medran ni progresan;						
0789.wav|por eso lo malo se perpetúa y reina soberana en Villaverde;						
0790.wav|por eso los alcaldes son allí eternos, y las bodas muy raras, y por eso allí nada cambia ni varía						
0791.wav|Villaverde es una ciudad en petrificación						
0792.wav|Pueblo por excelencia agrícola, mira cultivados sus campos como hace cien años,						
0793.wav|rinde los mismos productos, cosecha los mismos frutos						
0794.wav|Y gasta y consume hoy lo mismo que gastaba y consumía hace veinte lustros						
0795.wav|Las casas como cortadas por el mismo patrón; los trajes iguales; las caras parecidas; unísonas las voces						
0796.wav|Los varones, agrios, displicentes, huraños, sombríos;						
0797.wav|las mujeres, tímidas, asustadizas, amables, pero con amabilidad monjil						
0798.wav|La vida como las cosas y las personas						
0799.wav|Pero en medio de esta rara inmovilidad, secreta y silenciosa como la sorda y lenta labor de la polilla, una guerra sin treguas ni victorias, 						
0800.wav|una guerra de pasiones bajas, rastreras y mezquinas, ruines y dolosas, en que todo bicho viviente toma participación; 						
0801.wav|los unos capitaneados por la envidia, los otros acaudillados por la codicia,						
0802.wav|todos azuzados por la murmuración y aguijoneados por la maledicencia de los que se dicen ajenos a toda rencilla y enemigos de chismes y rencores	 					
0803.wav|En Villaverde se murmura de todos y de todo;						
0804.wav|se averigua qué hacen, y en qué se ocupan los demás;						
0805.wav|se lleva cuenta y razón de los actos de cada vecino;						
0806.wav|nadie ignora hasta lo más secreto de la vida de los otros, y quien vive más alejado de los mentideros—que los hay a docenas						
0807.wav|en boticas y tiendas de ultramarinos—pudiera inventariar de memoria las ropas de quienes no pisan los umbrales de su casa más que por Corpus y San Juan						
0808.wav|Puede afirmarse que todo villaverdino, al meterse en la cama por la noche,						
0809.wav|sabe de cualquiera de sus paisanos cuántas cucharadas de sopa se engulló ese día,						
0810.wav|así se trate del vecino más conspicuo como del bracero más humilde						
0811.wav|Villaverde no pasará nunca de perico perro						
0812.wav|¡Qué ha de pasar! Si a sus hijos todo lo alarma;						
0813.wav|todo paso adelante o atrás los inquieta, y ni por la gloria celestial,						
0814.wav|—que es cuanto hay que ofrecer,—fijarían un clavo fuera del sitio en que le fijaron sus abuelos						
0815.wav|Me diréis —¿Y los extranjeros?						
0816.wav|¿Y los que de fuera vienen, no dan a esa ciudad en petrificación ideas nuevas,						
0817.wav|nuevas costumbres, savia de vigor que transfundida en ese organismo le rejuvenezca y reviva?						
0818.wav|¡Ay! No; el extranjero se aviene pronto al medio						
0819.wav|Enriquece en pocos años, explotando a los villaverdinos, y se va a gozar a otra parte de los duros atesorados						
0820.wav|Algunos, pocos, lo hacen así;						
0821.wav|los más, a los dos o tres años de haber llegado, son ya unos villaverdinos completos, ni más ni menos que si allí hubieran nacido; 						
0822.wav|como si de rapaces hubiesen guerreado en homéricas pedreas al pie del cerro del Cristo, en pro o en contra de la Escuela del Cura; 						
0823.wav|como si hubieran salado en las dehesas del Escobillar, y aprendido latín en los bancos del pomposísimo Cicerón						
0824.wav|A poco en nada difieren de mis paisanos;						
0825.wav|reúnen los cuatro reales, se prendan de alguna villaverdina modesta, hacendosa y pacata,—que las hay lindas como una rosa y buenas como el pan de gloria,—y			 			
0826.wav|lasciate ogni speranza voi che entrate! 						
0827.wav|La belleza del paisaje, la dulzura del clima y la tranquilidad de la población, seducen a quien pone los pies en Villaverde; 						
0828.wav|la budística ciudad extiende sus redes misteriosas, y ¡presa segura!						
0829.wav|De cierto que los villaverdinos no son localistas, a lo menos de un modo común y corriente, de modo que choca, como los hijos de una ciudad vecina	 					
0830.wav|En su localismo se advierte una originalidad digna de ser apuntada						
0831.wav|Alardean de recibir bien al extraño;						
0832.wav|pocas veces alaban y ponderan las cosas de la tierra, antes por el contrario las apocan y menosprecian;						
0833.wav|miran con indiferencia cuanto hay en la ciudad, la belleza de los campos y la hermosura de las mujeres;						
0834.wav|critican acerbamente cuanto tienen;						
0835.wav|fingen que nada de otras partes les sorprende;						
0836.wav|y podéis, con toda libertad, hacer trizas cualquiera cosa de la tierra en presencia de un villaverdino,						
0837.wav|seguros de que no dirá nada en contrario, antes bien, acentuará la nota burlesca						
0838.wav|Pero si observáis con detenimiento a mis paisanos no tardaréis en descubrir que viven pagados y enorgullecidos de sus cosas; 						
0839.wav|que para ellos no hay otras como las suyas, y que no las quieren distintas porque creen, de buena fe, que no las hay mejores	 					
0840.wav|De lo que sí no hacen misterio, de lo que se muestran francamente satisfechos, es de la ingénita lealtad que atribuye a los villaverdinos la leyenda de su viejo blasón	 					
0841.wav|Se muestran merecedores de cuantas lindezas les dice el mote;						
0842.wav|prodigan en todas partes la heráldica presea, en edificios, sellos, telones, marcas de tabacos y botellas de cerveza;						
0843.wav|repiten la empresa en inscripciones castellanas y latinas, en discursos, en documentos oficiales, en periódicos,						
0844.wav|—que también tiene periódicos Villaverde—y hasta en los sermones sale a relucir el famoso lema,						
0845.wav|concedido a mi querida ciudad natal por la Muy Católica Majestad del Rey Don Felipe IV						
0846.wav|Fuera el consabido lema poderoso estímulo para mis paisanos, si éstos entendieran las cosas a derechas, pero Villaverde es la tierra de las ideas falsas,						
0847.wav|y el mote lisonjero de su blasón sólo sirve para que los villaverdinos vivan estacionarios y no suelten los andadores para entrar,						
0848.wav|libres y decididos, por los amplios caminos de la vida moderna						
0849.wav|«En Villaverde—dicen sus hijos—no se hace política»						
0850.wav|Y sí se hace, pero por debajo cuerda, a la calladita, de modo vergonzante, sin riesgos ni peligros, sin temor de verse derrotados y blanco de odios, rencores y venganzas	 					
0851.wav|Y como por buenos que sean los diestros que están en el tendido, si los lidiadores son malos, mala resultará la corrida; 						
0852.wav|para los buenos villaverdinos no hay chupa que les venga, ni capote que les salga a gusto						
0853.wav|Así no consiguen nunca lo que desean y viven condenados al perpetuo alcaldazgo de don Basilio, conspicuo villaverdino, 						
0854.wav|reflexivo y listo, que intriga más de lo que parece y que sabe más de lo que suponen sus paisanos						
0855.wav|Estos son muy celosos de sus glorias y admiradores fidelísimos de sus hombres ilustres						
0856.wav|No son los tales muchos, ni muy conocidos, pero los villaverdinos traen a cuento sus nombres, en toda ocasión, vengan o no vengan al caso	 					
0857.wav|Dos son los principales						
0858.wav|El uno, general victorioso en no sé qué batallas, que la Historia olvidadiza habrá registrado en sus páginas inmortales, antiguo cosechero de tabaco, hombre nulo, 						
0859.wav|cuya habilidad consistió en rodearse de media docena de ambiciosos villaverdinos, los cuales le encumbraron,						
0860.wav|a fuerza de charlatanismo y demasías, hasta donde propios méritos y altas dotes de inteligencia nunca le hubieran elevado	 					
0861.wav|El general cayó pronto del encumbrado puesto, y acabó sus días, triste y descorazonado Cincinato, en miserable rancho, cuidando de unas cuantas vacas tísicas y estériles	 					
0862.wav|En aquel retiro fué hasta oí último día dechado de patriotas, modelo de firmeza política,						
0863.wav|y allí murió, como Napoleón, de una enfermedad hepática, despreciando a los villaverdinos,						
0864.wav|y burlándose de sus antiguos partidarios,—a quienes atribuía el fracaso que le echó por tierra,—y siendo objeto de la incondicional admiración de todos sus paisanos						
0865.wav|Para que tan ilustre nombre pasase a los posteros,—así lo dijo en cabildo pleno el pomposísimo Cicerón,						
0866.wav|—el apellido ilustre del general fué aplicado a todo establecimiento público, escuela, teatro, hospital, paseo, etcétera, etcétera	 					
0867.wav|Una lápida conmemorativa,—los villaverdinos se parecen por la epigrafía,—señala al viajero la casa en que nació el grande hombre	 					
0868.wav|La Escuela Nacional se llamó Escuela Pancracio de la Vega;						
0869.wav|el hospital Hospital Pancracio de la Vega;						
0870.wav|el teatro,—un teatrillo en proyecto, nunca concluido y frecuentemente visitado por volatines y cómicos,—Gran Teatro Vega, y así lo demás	 					
0871.wav|La otra gloria villaverdina fué un buen clérigo que nunca se acordó de su pueblo natal;						
0872.wav|un sacerdote austero, sencillo y trabajador, gran teólogo,—al decir de don Román López—que llegó a canónigo angelopolitano, 						
0873.wav|y después a obispo, honor a que nunca aspiraron los villaverdinos;						
0874.wav|que nunca pensaron alcanzar, y que los llenó de alegría ¡Obispo un hijo de Villaverde!						
0875.wav|¡Cielos! ¡Qué dicha! Desde entonces sueñan mis paisanos con que Villaverde llegue a ciudad episcopal						
0876.wav|Y lo será; sí, señores, lo será						
0877.wav|Eso, y más, se merecen sus piadosos hijos						
0878.wav|No digáis en Villaverde que no tiene grandes hombres;						
0879.wav|no lo digáis, por vida vuestra, porque luego os replicarán mis paisanos, así sean jornaleros,						
0880.wav|abogados, o médicos, o propietarios vuestros interlocutores—«¿Y el Señor General Don Pancracio de la Vega?						
0881.wav|¿Y el Ilustrísimo y Reverendísimo Señor Don Pablo Ortiz y Santa Cruz, Obispo in pártibus de Malvaria?						
0882.wav|Si está presente el pomposísimo os dirá—«¿El General de la Vega?						
0883.wav|¡Gran político! ¡El Mecenas de todos los poetas veracruzanos! ¿Mi maestro el Ilustrísimo Señor Obispo de Malvaria?						
0884.wav|¡Gran teólogo! Amigo, amigo						
0885.wav|¡no hay que darle vueltas! ¡El Melchor Cano de Villaverde!»						
0886.wav|Mi querida ciudad natal es pobre, paupérrima, como decía don Román						
0887.wav|Una agricultura descuidada es para ella la única fuente de riqueza, gracias a las lluvias, que allí, como en Pluviosilla, no escasean	 					
0888.wav|El suelo es fértil, pero le falta riego						
0889.wav|El Pedregoso con su cauce hondísimo no basta para las necesidades de la tierra						
0890.wav|A la pobreza debemos atribuir la indiferencia de los caracteres y la tristeza de las almas						
0891.wav|En Villaverde nada se desea, y a nada se aspira;						
0892.wav|todos están contentos con su suerte						
0893.wav|El porvenir es obscuro, y anhelarle risueño sería una locura						
0894.wav|El alcalde perpetuo, don Basilio, dice, cuando de esto se trata que en esa falta de aspiraciones está la dicha de Villaverde y la felicidad de sus gobernados	 					
0895.wav|Él vive muy satisfecho						
0896.wav|Con el producto de seis u ocho solares y de un rancho cafetero le basta y sobra para vestir a la señora alcaldesa, y a su hijo, un muchacho idiota hinchado de vanidad	 					
0897.wav|En Villaverde se trabaja poco, lo suficiente para comer, no andar desnudo, pasar el día, y ¡santas pascuas! Quien se excediese en el trabajo sería un tonto de capirote	 					
0898.wav|No por eso ganaría más						
0899.wav|Así dejara el alma en la tarea no se guardaría en el bolsillo, ni achocaría para el arcón media docena de duros						
0900.wav|En Villaverde se gana poco, y la vida es cara						
0901.wav|Los méritos de un servidor, de un empleado, son mayores y más estimados cuando gana poco						
0902.wav|Aquello parece una escuela de franciscana pobreza, una hermandad de miseria voluntaria						
0903.wav|En Villaverde nadie paga, ni aunque le ahorquen, más de lo que pagaron sus abuelos, allá en los tiempos felices del estanco del tabaco, 						
0904.wav|época venturosa para mi querida ciudad, lo mismo que para Pluviosilla, su vecina afortunada y próspera	905					
0905.wav|Pero me diréis—«¿Y esas haciendas, esas fincas, que, como Santa Clara y Mata‐Espesa, levantan prodigiosas cosechas?						
0906.wav|¿Santa Clara, Mata‐Espesa, dijisteis?						
0907.wav|Pues queda dicho todo						
0908.wav|En ella cifran los de Villaverde prosperidad y bienestar						
0909.wav|El pomposísimo Cicerón, en sus días de murria, cuando no tenía un real, y se olvidaba de los grandes autores del siglo de Augusto, 						
0910.wav|y renegaba de Villaverde, y no se le daba un ardite la susodicha empresa del glorioso blasón, me decía de sus paisanos—¡Unos verónicos! ¡Unos verónicos! ¡Ni buenos ni malos! ¡Para ellos			 			
0911.wav|¡ni pena ni gloria! Y añadía, mesándose el copete ralo y encanecido—¡Está en la sangre! ¡En la sangre!						
0912.wav|CAPITULO SIETE						
0913.wav|¡El aire de la tierra natal! ¡Qué grato y qué fresco esa mañana! El sol inundaba el valle y dibujaba en los muros de las vetustas casas la sombra ondulada de los aleros	 					
0914.wav|De las húmedas montañas, bañadas la víspera por copiosa lluvia, soplaba un vientecillo halagador y perfumado						
0915.wav|Seguí hasta las afueras de la ciudad, a fin de gozar, siquiera fuese por breves horas, del magnífico panorama que se extendía delante de mi variado lomerío, 						
0916.wav|dilatada llanura, espesas arboledas que dan pintoresco fondo a la capilla de San Antonio, una iglesita que tiene aspecto de melindrosa vejezuela	 					
0917.wav|Faldeando la colina va el camino de la sierra, desde allí quebrado y pedregoso						
0918.wav|Por ahí subían lentamente unos arrieros, silbando una canción popular,						
0919.wav|arreando a unos cuantos asnillos enclenques cargados de loza arriba, en ollas y cazuelas vidriadas que centelleaban con el sol	 					
0920.wav|Un ranchero, jinete en parda mula, venía por el llano, y allá, cerca de las vertientes del Escobillar,						
0921.wav|trazaban las yuntas surcos profundos en la tierra negra y vigorosa						
0922.wav|Los galanes las seguían paso a paso, guiando el arado, muy enhiesta la crinada pica						
0923.wav|¡Qué benéfico el aire de las montañas! Insufla en los pulmones vida nueva, acelera la sangre y comunica a las almas dulcísima alegría						
0924.wav|¡Cómo suspiré, durante diez años, en las soledades del Colegio, por aquellos sitios y por aquel espectáculo! ¡Cómo, mil y mil veces, a la hora de la siesta, 						
0925.wav|desde el balconcillo del dormitorio, ante la colina poblada de cactos, cansada de las arideces del Valle de México, soñé despierto con la húmeda belleza de la tierra natal! 						
0926.wav|No puedo olvidar aquellos tristes días						
0927.wav|Jueves y domingos salíamos de paseo, a lo largo del fangoso río, cuyas aguas parecían dormidas a la sombra de los sauces piramidales	 					
0928.wav|Allí, cerca de una hacienda, frente por frente de una aldea salinera, entre cuyos montículos estériles yergue una pobre palma, 						
0929.wav|mísera desterrada de fecundo suelo, su empolvado penacho, había un sitio que hasta en lo más crudo del invierno hacía gala de sus hierbajos verdes	 					
0930.wav|Era mi sitio predilecto						
0931.wav|Mientras la turba estudiantil iba y venía buscando nidos en los árboles, o, vigilada por el Padre Rector, jugaba al salta‐cabrillas, 						
0932.wav|yo me tendía en la hierba, y dejaba que mi pensamiento volara más allá de la populosa ciudad, más allá del obscuro lago de Texcoco	 					
0933.wav|Y volaba, volaba, tramontaba los volcanes, y seguía, a través de bosques y espesuras,						
0934.wav|en busca de regiones amadas, de rostros amigos, de voces cariñosas						
0935.wav|Entonces, el paisaje que yo tenía delante se iba borrando poco a poco, el suelo pajizo;						
0936.wav|la acequia fangosa; la llanura inundada; los chopos cenicientos del camino polvoso, siempre lleno de viandantes;						
0937.wav|las hileras de sauces melancólicos; la ciudad lejana, tórrida, envuelta en pesados vapores;						
0938.wav|la aldea salinera, situada como en un islote; la remota cordillera de Ajusco y los picachos de la Cruz del Marqués						
0939.wav|Bañados en la luz de brillante crepúsculo, surgían ante mis ojos valles y colinas, llanuras y dehesas,						
0940.wav|bosques y heredades, en donde la rica vegetación de las tierras cálidas desplegaba su frondosidad incomparable						
0941.wav|El Citlaltépetl, corona espléndida de las serranías, aparecía bañado en rosada luz, como si le iluminaran los fuegos de la aurora						
0942.wav|Tornaba yo a la casa de mis padres						
0943.wav|Villaverde me convidaba a recorrer sus calles desiertas, y el acento tierno y conmovido de los míos resonaba en mis oídos regocijado y amante	 					
0944.wav|De aquel ensueño me sacaba la voz del Rector o el toque de Ángelus en la cercana Catedral						
0945.wav|Honda tristeza se apoderaba de mi espíritu, y lento, retrasado, perezoso, volvía yo al colegio,						
0946.wav|entregado a la subyugadora melancolía que despierta en los jóvenes el espectáculo siempre nuevo de la tarde moribunda, de la llegada de la noche	 					
0947.wav|Dulce nostalgia;						
0949.wav|grato sentimiento de muerte, que alivia, consuela, y eleva las almas hacia la bóveda celeste, ya entenebrecida y salpicada de luceros	 					
0950.wav|El sueño de aquellos días de largo destierro, la ilusión de aquellas tardes invernales, era una realidad						
0951.wav|Estaba yo en Villaverde						
0952.wav|¿Adónde iría yo?						
0953.wav|¿En busca de los amigos de mis primeros años?						
0954.wav|Acaso me recibirían indiferentes y fríos						
0955.wav|Regresé por donde había venido, y al azar, sin darme cuenta de lo que hacía,						
0956.wav|me interné en la ciudad, por las calles céntricas, camino de la plaza						
0957.wav|Me detuve en el puente						
0958.wav|El Pedregoso, el gárrulo Pedregoso corría, como siempre, límpido y parlero;						
0959.wav|cómo le vi tantas veces cuando era yo niño, espumoso al tropezar con una roca;						
0960.wav|cerúleo y adormecido en sus pozas umbrías, bajo el dosel de los álamos, queriendo arrastrar a su paso las espiras lánguidas de los convólvulos perennes	 					
0961.wav|Buscaba yo rostros conocidos, y muchos vi, pero empalidecidos, como fotografías borradas						
0962.wav|Todas las gentes me miraban curiosas, como si quisieran reconocerme, para llamarme por mi nombre						
0963.wav|Temerosas de un chasco no se atrevían a hablarme, y se daban por satisfechas con verme de pies a cabeza y examinar mi traje de cortesano	 					
0964.wav|Me pareció que unas a otras se preguntaban al verme—¿Quién es éste?						
0965.wav|¿A qué vendrá?						
0966.wav|¡Pobre de mí que había soñado con un recibimiento caluroso! Todos me conocían, me vieron crecer y me tuteaban			 			
0967.wav|Me detuve en un tenducho, y pregunté por don Román López						
0968.wav|El tendero salió a la puerta, y señalándome una casa me dijo—¡Allí, joven, allí!						
0969.wav|¡En aquella casa pintada de amarillo! El ruido de los muchachos le dirá ¡dónde! ¡Allí está la escuela!						
0970.wav|¿Y si mi buen maestro, si el pomposísimo no me recibía cariñosamente?						
0971.wav|Eché calle arriba, y llamé a la puerta de la Casa de Estudios						
0972.wav|Así solía decir el dómine						
0973.wav|No gustaba que su establecimiento fuese equiparado ni con la Escuela del Cura ni con la Escuela Nacional						
0974.wav|Un chico abrió la puerta						
0975.wav|Un muchacho jetudo, de cabello erizado y ojos lacrimosos	 Había tormenta					
0976.wav|Alguna tempestad producida por un concertado gallego o por alguna oración de infinitivo revesada y de tres bemoles	 					
0977.wav|El granuja sonrió al mirarme, viendo en mí el iris de la suspirada bonanza						
0978.wav|—¡Pase usted!—me dijo	 —¿El señor maestro? —¡Pase usted!					
0979.wav|Y me colé por la puertecilla del cancel						
0980.wav|Ruido de la chiquillería que se ponía en pie						
0981.wav|Movimiento de sorpresa en el dómine						
0982.wav|—¡Silencio!—exclamó, levantándose y subiéndose a la frente las antiparras						
0983.wav|Y dirigiéndose a mí —¡Adelante, caballero!						
0984.wav|Dejó el libro en la mesa, un Horacio antiquísimo, y vino paso a paso a recibirme						
0985.wav|CAPITULO OCHO						
0986.wav|Atravesó el dómine por entre la doble hilera de bancos, diciendo a los chicos que tomaran asiento						
0987.wav|Los muchachos le obedecieron cuchicheando						
0988.wav|Se felicitaban sin duda, de mi llegada						
0989.wav|Don Román vestía su eterno traje, su traje típico, pantalones anchos;						
0990.wav|larga levita negra, verduzca y mugrienta;						
0991.wav|chaleco blanco, pringado de rapé en las solapas;						
0992.wav|el cuello de la camisa altísimo, arrugado, sin almidón;						
0993.wav|ancho y apretado corbatín						
0994.wav|Así le conocí cuando era yo niño, cuando mis buenas tías me confiaron a la férula resonante de aquel buen anciano,						
0995.wav|maestro de dos o tres generaciones de villaverdinos						
0996.wav|Esto de la férula no es figura retórica;						
0997.wav|el pomposísimo la tenía, y muy sólida, de perdurable zapotillo, ennegrecida por el uso						
0998.wav|Verdugo diligente e implacable, dispuesto a vengar en las manos infantiles el menor desmán,						
0999.wav|cualquiera osadía contra los poetas del siglo de Augusto, don Román no se andaba con chicas, ni tenía piedad;						
1000.wav|quien la hacía la pagaba, así fuera el hijo del alcalde						
1001.wav|Don Román se detuvo a dos pasos de mí						
1002.wav|Me vio atentamente, y componiéndose los anteojos me preguntó en tono de notario aburrido						
1003.wav|—¿Qué mandaba usted?						
1004.wav|No tardó en reconocerme, y abriendo los brazos exclamó—¡Rodolfo! ¡Rodolfo! ¿Tú por aquí?						
1005.wav|Ya sabía yo que de un día a otro llegarías						
1006.wav|¡Bendito sea Dios! ¡Y qué crecido estás! ¡Alabado sea el Señor que me concede verte hecho un varoncito,						
1007.wav|un lechuguino de lo más guapo! Y			ante todo, ¡ya lo sé! ¡ya lo sé! Como siempre estoy preguntando por ti			
1008.wav|Ya sé que has salido muy aprovechado						
1009.wav|No como estos asnillos que para nada sirven						
1010.wav|Ni uno solo de estos bribones sacará buey de barranco						
1011.wav|El pobre anciano, loco de alegría, se complacía en mirarme, y me abrazaba, y pasaba por mis mejillas sus manos larguiruchas y exangües	 					
1012.wav|—Pasa, muchacho; vamos a la sala						
1013.wav|Tengo muchas ganas de platicar contigo						
1014.wav|¿Y tus tías?						
1015.wav|Como siempre ¿no es eso?						
1016.wav|Las pobrecillas siempre afligidas y achacosas						
1017.wav|A toda hora pensando en el sobrinito, en el sobrinito mimado						
1018.wav|¡Quiérelas mucho, Rodolfo! Por ti						
1019.wav|¡hacen milagros!						
1020.wav|Pero, ¡qué tengo que decirte, cuando eres tan bueno y tan noblote! ¡Pasa, muchachito, pasa!						
1021.wav|Decía esto acariciándose e impulsándome hacia adelante, entre la doble hilera de bancas						
1022.wav|Los chicos abrían tamaños ojos para verme, como sorprendidos de la rara dulzura de su maestro						
